2.283349757704839167e+00,-5.206912058464294724e-01,1.036117548532579091e-01,1.457118618729940307e+00,8.527822219722492880e-01,-8.301576929814680206e-02,1.373877219403328187e+00,2.228059224867426913e-01,1.333650957679096694e+00,1.407105665700487895e+00,1.652810594451999737e+00,6.602442416087104249e-01,1.709384825309319789e+00,-1.273543777516353170e+00,1.382827945951655702e-01,1.326019652869378618e+00,1.381143755617488367e+00,3.424507278370357843e-01,1.476528592497469372e+00,8.096234472979966235e-01,2.442574923416851007e+00,6.461141350635981606e-01,1.225364904156965640e+00,3.041358343362865480e+00,1.560025573057604475e+00,3.625219273452094271e+00,1.884141426798904728e+00,1.525392970258788061e+00,1.588938375755024168e+00,2.261983819439533860e+00,1.947158286077867784e+00,1.770920466087925194e+00,2.950909122678500918e+00,2.899927370006514238e+00,4.685502018045752948e-01,2.184062307081742205e+00,9.675121635177768020e-01,1.998131228861719455e+00,2.624904116348149241e+00,1.690288302074085092e+00,3.897255271300553492e+00,3.877155495027503562e+00,3.685773502236377119e+00,2.554052355522223650e+00,1.430890743567473589e+00,2.339618605592660661e+00,4.972101288181075773e+00,1.470787427279437898e+00,2.832492576214983071e+00,1.080731432084214960e+00,4.459571284245180678e+00,1.832412953226972618e+00,2.157342749652159331e+00,3.974702756602716658e+00,3.936650885158174074e+00,1.520172964926409298e+00,3.535762603472696330e+00,2.894581037322546901e+00,1.689031649020982018e+00,2.848755537509049418e+00
3.339721363488111772e-01,5.893678540995122006e-01,3.524503330273084378e-01,1.841696312698047233e+00,9.298064176941955861e-01,6.215025940172773655e-01,4.263164102608419936e-01,2.587997792616271830e+00,1.153376434778251358e+00,1.987890417094159590e+00,1.879579691534740693e+00,1.445514503544241824e-01,4.369006065700580255e-01,4.984459043765288033e-01,4.032325395769609244e-02,1.227806153199896944e+00,7.070449523938149294e-01,-4.105028165504369664e-01,1.366966256493749476e+00,1.245080775019231423e+00,1.210910298036434574e+00,3.283785366850183074e+00,2.370362374876350042e+00,1.952723138195127106e+00,2.095772420374984346e+00,2.033093083912512533e+00,1.798361417543947294e+00,1.923475150010711232e+00,2.538787425793134211e+00,2.268044203360166211e+00,2.736851436799994097e-01,9.305171925884598849e-01,4.138889137986187627e+00,1.429976416752094970e+00,1.084587238014881994e+00,1.933062125208470317e+00,2.957386991039419488e+00,3.274718667756728152e+00,2.262338874352401774e+00,1.764499417671067771e+00,2.946363411015438860e+00,2.530179978499671023e+00,1.692684993900049228e+00,2.247027922673368927e+00,3.498510763999786555e+00,4.542823938439013887e+00,2.386771525295370733e+00,5.140482606610312644e+00,2.177096452307929475e+00,2.022787611172822242e+00,2.984344497357986903e+00,3.192449039720975712e+00,2.620768496855320429e+00,1.405017323542774310e+00,1.023542159560450804e+00,3.768650078953541094e+00,3.411117257329460362e+00,2.227795306734733138e+00,3.212187847901367022e+00,3.805687731702668053e+00
2.084934890862256918e+00,2.368119820688962651e+00,6.682081100759391656e-01,2.148302529527194693e+00,1.150313903730687315e+00,1.588251585907973551e+00,6.611308055087750102e-01,1.389528007098419504e+00,1.354778887855649483e+00,1.533642478488448146e+00,1.238296397047802699e+00,2.562479353566795126e+00,1.766518596880709335e+00,1.602692007646012051e+00,7.147980082237181954e-01,9.831967054484267443e-01,1.013161156885405312e+00,2.844473437083038903e+00,1.414310992752676022e+00,1.417460352816343194e+00,3.098874457302899899e+00,3.026417413534965739e+00,3.689518963831655007e+00,7.777703849828221383e-01,-4.966469789099119403e-01,8.837892255502921568e-01,2.719851170732704659e+00,1.635220553521498532e+00,2.081766557727795508e+00,1.941579218927927508e+00,3.065190820274092509e+00,2.249378556813077967e+00,1.733191859163535575e+00,-5.418838637498275546e-01,1.333270041972152598e+00,4.410065089656882709e-01,3.004371448623770036e+00,2.375312539520675781e+00,2.531824304142150872e+00,1.062951164414053018e+00,2.822356393599254165e+00,3.351179284630676936e+00,3.606200731448519825e+00,2.555448996850510746e+00,2.402357555064053241e+00,2.251151929479158653e+00,1.978378226608296320e+00,1.698900217509849542e+00,9.733312806001874762e-01,4.265524766509916965e+00,2.623204653975364842e+00,3.422788893041463165e+00,2.949074926714036149e+00,2.930380419162622818e+00,4.037251626724389197e+00,2.709337935620325766e+00,1.980829991105065968e+00,1.956850282181121337e+00,2.913963558051650082e+00,3.243519821542084625e+00
2.102816266269782908e+00,1.164117004721948678e+00,1.231923285745405883e+00,1.200470143223824504e+00,1.952410956227754957e+00,1.410389753677964153e-01,-7.501538779477057162e-02,3.476454256734606840e-01,-7.411291425910970787e-02,-1.002089201759107873e+00,5.410894984242766714e-01,7.488420032754017353e-02,2.042681087033748621e-01,1.907147145892232221e+00,9.326784176804311377e-01,1.149478101913385508e+00,4.806128635355179091e-01,-7.693461256630194089e-01,1.963142388153862328e-01,1.791615420604051545e+00,2.479191182939887383e+00,2.228921063134131408e+00,1.910335262066258588e+00,2.244976107253776387e+00,1.352795364381600418e+00,4.020032811773826431e+00,2.276554450645029704e+00,2.935586100047026026e+00,1.900507801526917229e+00,8.809200390371254574e-01,2.009749972307172339e+00,6.671472599772083623e-01,2.209918566361511516e+00,3.033459599428451448e+00,2.199293347040660596e+00,3.636595904884050601e+00,3.112404801920313879e+00,3.275606202192817840e+00,1.899235733884212740e+00,3.249230065457632488e+00,3.137266555848777116e+00,3.249634625098416052e+00,2.364595658702546288e+00,4.180732021875600779e+00,2.627128461957442429e+00,-3.680683246132598896e-01,2.526190295781414630e+00,2.576476749334155159e+00,3.422403844936335648e+00,2.373105993482528930e+00,4.405621290798416467e+00,4.650908284149093852e+00,3.512018149478161266e+00,2.505144498718987922e+00,2.469271007730649004e+00,4.381924388872960208e+00,1.876322918786595295e+00,4.067390230711693810e+00,2.502312928370571843e+00,3.203899414836850479e+00
8.695335354595444821e-01,1.814042312597949902e+00,-3.058228103283067156e-01,1.548233082826270035e+00,6.796772418390070181e-01,3.071692281856032158e-01,6.604248519136006745e-01,2.374949036568487770e+00,3.999366968644265663e-01,3.542305612163521022e-02,1.994248960763147505e+00,-1.383181204896140493e+00,3.214073232336355224e-01,1.282269910278643676e+00,-1.611631197798184534e-01,-8.489974883797826166e-01,1.243163648630976059e+00,9.795810666828181912e-01,1.309763328644860447e+00,1.212718242175984340e+00,1.737599047542168096e+00,1.667587212971631372e+00,2.267757970922158250e+00,1.895461154195327680e+00,1.205055325541490419e+00,1.966041939964885632e+00,1.196982272990469109e+00,-1.984163241676326628e-01,-1.971498943832150630e-02,2.402170409782134364e+00,2.126800374534219440e+00,1.973712478909260604e+00,2.459894008424504008e+00,2.177915956230763950e+00,2.987862598496327848e+00,1.960329275854894249e+00,6.745731965096335436e-02,2.929128572903917593e+00,3.719748800486284424e+00,1.542803134119709485e+00,2.840352876705553697e+00,4.664099090738586639e+00,3.879387864313555312e+00,2.061123038172811395e+00,4.812991841794621806e+00,2.849210163713785438e+00,2.223746337336867551e+00,3.505228084697521229e+00,5.213716163534196646e+00,4.863696305472917203e+00,2.722771229265394943e+00,3.367845406805574537e+00,8.344724704980976959e-01,3.876307966012644712e+00,2.874109484088721356e+00,2.929931802674820673e+00,3.567565481471421940e+00,4.129430103153644005e+00,3.604768345422590503e+00,2.980559136773168305e+00
-3.736162785384122831e-01,9.090629123214288843e-01,5.217167249285785680e-01,-6.429059086655173338e-01,-7.953825783949353134e-01,-4.402352360192594016e-01,1.733714336317591975e+00,2.326255939063781142e+00,1.028227153467798916e+00,1.096379955329406464e+00,1.949708730486082064e+00,2.941322641703543184e+00,2.405752684941086184e+00,9.219364273098141771e-01,2.335424937672182288e+00,1.729607690680113663e+00,7.540719195390030993e-01,6.487087109127568363e-01,2.957271658605253872e-02,1.214052753147154773e+00,2.013399757164137771e+00,1.908831400366304498e+00,5.986533925034798198e-01,1.570082788028126508e+00,3.150678538240588633e+00,3.104996274391528921e+00,3.031891564007769269e+00,1.517971923887623475e+00,-8.611352404617957923e-01,2.651787612398095906e+00,3.216119964531505726e+00,2.272875724674545239e+00,2.666472537613380656e+00,7.849199498667476238e-01,8.303805074391987784e-01,3.550622935274049485e+00,3.715825115941757240e+00,2.753615121417963607e+00,3.716791320313675762e+00,1.369229272728853530e+00,1.943296825868967126e+00,3.771638498858310928e+00,1.452492357141932589e+00,2.547934870468501867e+00,2.323459674818145526e+00,2.636289106368993274e+00,2.099180935098322376e+00,2.432307836057122419e+00,3.736935407331732684e+00,4.350931315957700107e+00,4.554066086408022684e+00,1.249160849863859335e+00,3.793435806046925762e+00,4.316530408507192718e+00,3.343938559627227303e+00,3.564993514976154465e+00,4.055698551509035354e+00,4.675780951513038630e+00,2.927462283436792934e+00,3.361581992182969714e+00
-2.009399654601429219e-02,-4.234425485615604945e-01,1.801438015273614468e+00,3.221461089012462864e+00,7.175770531831310306e-01,2.665832509624022073e-02,1.136286515720237311e+00,6.094909901385445750e-01,7.755555609452616794e-01,1.264607261674512761e+00,1.971282085367157766e+00,1.211669063670829827e+00,1.840111500777092957e+00,2.196586114769863762e+00,7.116890877770007950e-01,-1.588243585447619566e-01,2.367147485252019123e+00,-6.713292629816531853e-01,1.219225588743371169e+00,2.464372897642148175e+00,8.193075935331439741e-01,-4.442460429251084975e-01,7.202248768662720124e-01,1.211559922305602832e+00,5.609089546567112006e-01,2.503680118885339922e+00,1.990327531378999204e-01,1.229159624806204665e+00,9.526097774716542066e-01,3.087080907346757996e+00,3.216663001883906414e+00,5.859357726147811363e-01,2.083192548893180618e+00,9.000681195021142944e-01,3.035868453083177876e+00,7.476458692384353455e-01,2.222024195417188874e+00,1.139851089891692482e+00,2.850121535233622883e+00,2.874579701291060996e+00,2.479511134949814011e+00,3.426812237064606581e+00,3.930154841507276231e+00,2.537596267174094145e+00,2.698012820389029898e+00,3.098810571139889003e+00,3.307007479550277740e+00,2.338691989301918905e+00,3.393983991514753384e+00,2.279262614488397176e+00,2.741922891584397615e+00,2.696104173827465367e+00,3.437640127774608256e+00,2.285192615285875473e+00,1.647057452500729768e+00,3.315618861913956383e+00,2.705254858004405794e+00,2.763653449046362898e+00,3.885051501291279408e+00,3.459086518834717516e+00
1.210972432287789058e+00,3.859446726379748505e+00,1.694982001343278144e-01,9.379158080947778142e-01,-1.036974700596871912e+00,2.487425121254953631e+00,-2.062024594610745165e-01,-9.725883194832269929e-01,1.152120099880848070e+00,1.801711231698720717e+00,1.121215639493950311e+00,1.622449276776775751e+00,1.885081258020095962e-01,6.431498354534728179e-01,1.411685293426178767e+00,1.356290889042234493e+00,5.742479217073328535e-01,-8.922015899304411857e-01,1.062926785070573032e+00,1.522018319857162405e-01,6.384437917551106789e-01,2.193474693199704895e+00,2.588832199663957834e+00,2.302612198126150034e+00,1.423940126674880347e+00,1.707936289014466702e-02,3.172589231646814056e-01,3.735792420220781729e+00,2.724690573768094204e+00,-3.507945037229509566e-01,1.556200507907276487e+00,-3.575412656880225803e-01,6.130079811779939547e+00,2.820063761675966507e+00,2.188947993517417423e+00,2.129191721886879218e+00,8.616296801820633178e-01,2.919541901506783610e+00,2.364908304616066381e+00,9.733245270406896132e-01,2.102317578827311184e+00,2.374362188925757344e+00,4.191526385112269715e+00,3.783239331625726898e+00,2.508132098989930281e+00,3.372908667410539074e+00,2.219498552143574166e+00,2.060320235388506394e+00,3.682950076394814420e+00,4.495358087489957910e+00,1.018519277455837591e+00,3.187203435232920157e+00,4.893870611991530950e+00,3.968343121550091279e+00,3.688747210641446728e+00,2.325180982171171085e+00,2.502042719009800020e+00,3.773264110960130147e+00,4.158393783426662438e+00,3.987039369858076387e+00
-8.886675025474015666e-01,6.269203533747977897e-01,1.016395651429157443e+00,3.408519865331739229e+00,9.029320749463701778e-01,1.272528378382068670e+00,9.381409059011448504e-01,4.703205339782410288e-01,1.050565309796379632e+00,1.669763682911552305e+00,1.391310467912013848e+00,1.087629161579134696e+00,1.648502149791440718e+00,9.364826168286264352e-01,-5.152422947037544887e-01,1.981298071255021220e+00,8.218424112281426108e-01,1.993499254175535196e+00,1.105265097935703711e-01,2.419030554660130505e+00,1.428024771584977426e+00,1.287043065145992538e+00,1.364729298371647914e+00,2.356875787574105985e+00,1.783928458883144996e+00,2.328815984622277124e+00,2.094050606075833265e+00,1.857105557029535614e+00,1.494462877325765993e+00,2.706207437440698804e+00,1.587760581295450502e+00,2.288324292727363485e+00,1.420677139793474986e+00,2.006428826202514060e+00,1.404360752406458968e+00,2.778163087784879970e+00,2.678227733272390054e+00,1.951267919297681397e+00,2.092103276877202322e+00,1.796379314767988511e+00,2.747296874843899506e+00,3.554070509604063677e+00,2.068218091841181661e+00,2.670947228345686320e+00,3.955924272453028578e+00,3.321602743010791503e+00,5.042566609591519367e+00,2.825232138110283842e+00,3.810195146692850976e+00,2.347020287156841967e+00,3.345288368437747906e+00,1.610097998346603054e+00,3.872708189657294131e+00,3.039034705598017805e+00,2.877444995928959859e+00,2.680673339045560599e+00,3.822124595452530915e+00,2.324002980952622810e+00,2.283708008746182738e+00,3.650168853183790141e+00
1.415192672847702227e+00,1.261910145505805492e+00,1.807415786972323302e+00,-6.015666039406908361e-01,3.032938026617845173e-01,2.792709673268478632e-02,1.048072737783333874e+00,1.102471687644607901e+00,-4.568504192563433985e-01,1.542745375621314086e+00,1.813674401515956713e-01,1.074115626789183375e+00,2.039282156316407413e+00,1.130029588438510535e+00,3.291638243395492713e-01,7.797942974587485088e-01,-9.454682489522991951e-01,4.350865072917874388e-01,8.412228957425558207e-01,1.116024204392691122e+00,1.616811316588820935e+00,2.313317569564150578e+00,1.234223288175182009e+00,1.315845015823491782e+00,1.472710894120066838e+00,2.036992043099589811e+00,1.275755382042325525e+00,1.478939455586574914e+00,7.693257146850436268e-01,1.503751203158069316e+00,1.279868717784883536e+00,3.175675051033819862e+00,2.556004776071012508e+00,1.926008469466913731e+00,1.935033138001961417e+00,3.734632775680050365e+00,1.927006967158516826e+00,1.484078501622946966e+00,1.456309501102686532e+00,3.411554207713468845e+00,4.908973411953007293e+00,2.299256727683237855e+00,1.969416748917382609e+00,1.785463411831192726e+00,6.141242648984752250e+00,3.408127504663865714e+00,4.190465684543148051e+00,3.145308289106118149e+00,1.571998594403765326e+00,3.313732312614954711e+00,2.964369512903477499e+00,2.557176721969126820e+00,3.709740088475823594e+00,3.945771080642551443e+00,3.409154099669770677e+00,3.894956408636740974e+00,3.175199330068841697e+00,1.626353375737241258e+00,4.324947891398892352e+00,4.343514622395749925e+00
